Date,T2M,PRECTOTCORR,RH2M
2017-01-05,24.48,2.39,88.69
2017-01-06,23.85,3.05,89.85
2017-01-07,24.78,0.16,86.09
2017-01-08,24.37,1.46,88.45
2017-01-09,24.93,3.56,86.18
2017-01-10,25.07,5.4,85.99
2017-01-11,24.77,6.16,87.71
2017-01-12,24.31,31.29,88.41
2017-01-13,23.88,54.8,90.99
2017-01-14,23.67,27.26,90.56
2017-01-15,23.49,30.48,91.38
2017-01-16,23.5,7.36,91.94
2017-01-17,23.61,6.76,91.05
2017-01-18,23.75,1.91,89.24
2017-01-19,23.84,17.28,90.46
2017-01-20,23.92,10.64,88.73
2017-01-21,24.15,32.05,90.1
2017-01-22,23.81,10.36,89.76
2017-01-23,23.33,29.41,92.04
2017-01-24,24.49,3.0,86.6
2017-01-25,24.11,7.63,93.07
2017-01-26,23.28,6.89,92.8
2017-01-27,23.33,8.99,92.38
2017-01-28,23.48,12.01,90.27
2017-01-29,23.17,23.68,92.14
2017-01-30,23.99,2.24,89.33
2017-01-31,23.53,12.0,91.66
2017-02-01,23.72,37.62,89.09
2017-02-02,22.88,5.91,92.17
2017-02-03,22.53,12.93,89.48
2017-02-04,23.25,4.6,87.5
2017-02-05,23.77,0.46,90.32
2017-02-06,24.11,1.96,90.19
2017-02-07,24.36,3.53,89.94
2017-02-08,24.15,4.5,91.35
2017-02-09,23.66,13.44,91.01
2017-02-10,23.78,12.14,93.82
2017-02-11,23.51,20.24,94.76
2017-02-12,22.99,14.34,93.12
2017-02-13,23.72,3.62,88.44
2017-02-14,23.86,18.44,88.25
2017-02-15,22.99,19.46,92.5
2017-02-16,23.24,18.75,89.44
2017-02-17,23.56,16.95,88.17
2017-02-18,24.66,2.53,82.46
2017-02-19,24.63,4.4,87.78
2017-02-20,24.61,12.39,89.72
2017-02-21,24.63,3.55,91.31
2017-02-22,24.73,3.07,85.54
2017-02-23,24.35,0.82,87.97
2017-02-24,24.82,2.54,84.49
2017-02-25,24.78,7.23,86.31
2017-02-26,24.2,1.51,89.11
2017-02-27,24.77,29.22,87.23
2017-02-28,23.92,13.77,92.3
2017-03-01,24.41,12.88,88.18
2017-03-02,24.77,7.83,88.61
2017-03-03,25.05,9.61,85.81
2017-03-04,25.01,4.67,86.54
2017-03-05,25.07,1.62,85.85
2017-03-06,25.23,2.81,84.99
2017-03-07,24.95,2.88,86.97
2017-03-08,24.82,0.79,85.68
2017-03-09,24.85,0.67,84.81
2017-03-10,24.88,2.95,84.65
2017-03-11,24.71,2.49,83.93
2017-03-12,24.69,36.17,86.32
2017-03-13,23.79,12.01,89.01
2017-03-14,23.3,8.32,89.4
2017-03-15,24.21,10.04,81.85
2017-03-16,24.41,6.94,86.44
2017-03-17,25.33,6.53,85.29
2017-03-18,25.36,2.71,85.01
2017-03-19,23.92,7.4,87.87
2017-03-20,23.86,7.53,89.67
2017-03-21,23.56,4.4,91.58
2017-03-22,23.6,1.42,89.22
2017-03-23,24.17,1.99,87.17
2017-03-24,25.02,1.1,83.99
2017-03-25,25.11,8.52,84.71
2017-03-26,23.39,44.07,91.51
2017-03-27,24.83,2.57,81.79
2017-03-28,24.76,2.2,86.6
2017-03-29,24.33,0.51,87.36
2017-03-30,24.48,0.42,85.52
2017-03-31,24.24,8.7,90.06
2017-04-01,24.91,1.57,81.64
2017-04-02,24.4,6.9,86.46
2017-04-03,23.69,8.91,88.26
2017-04-04,23.76,12.98,88.14
2017-04-05,24.21,12.07,91.29
2017-04-06,23.97,24.45,91.4
2017-04-07,24.36,2.58,89.34
2017-04-08,24.19,18.12,91.86
2017-04-09,24.52,1.92,88.54
2017-04-10,24.59,0.82,88.32
2017-04-11,24.67,2.48,85.24
2017-04-12,24.31,1.51,87.06
2017-04-13,24.12,7.42,85.64
2017-04-14,24.17,9.76,86.2
2017-04-15,24.04,5.41,85.54
2017-04-16,24.63,0.13,81.59
2017-04-17,25.1,14.53,86.05
2017-04-18,24.2,19.03,89.93
2017-04-19,24.29,17.21,89.87
2017-04-20,24.73,22.5,89.97
2017-04-21,25.32,10.45,86.23
2017-04-22,25.07,1.33,88.3
2017-04-23,24.78,0.59,90.86
2017-04-24,25.06,3.06,85.65
2017-04-25,25.18,3.14,85.6
2017-04-26,25.02,6.66,85.36
2017-04-27,24.54,1.83,86.97
2017-04-28,24.74,1.55,86.86
2017-04-29,24.75,11.99,87.07
2017-04-30,24.4,22.08,90.52
2017-05-01,24.57,3.43,88.47
2017-05-02,24.58,4.19,89.11
2017-05-03,24.52,6.26,90.92
2017-05-04,24.5,4.39,88.36
2017-05-05,24.93,19.23,88.46
2017-05-06,24.6,9.68,87.98
2017-05-07,24.26,1.67,88.32
2017-05-08,24.3,13.73,87.52
2017-05-09,24.43,7.8,87.05
2017-05-10,24.04,0.55,86.22
2017-05-11,24.52,0.2,86.41
2017-05-12,24.25,0.8,88.08
2017-05-13,23.98,0.23,86.99
2017-05-14,23.97,0.1,87.81
2017-05-15,24.41,0.24,88.04
2017-05-16,24.17,0.58,88.54
2017-05-17,23.62,0.15,86.89
2017-05-18,23.32,0.04,86.71
2017-05-19,23.66,0.04,87.93
2017-05-20,23.57,0.05,86.92
2017-05-21,23.43,0.07,87.48
2017-05-22,23.54,0.14,88.49
2017-05-23,22.83,0.06,87.19
2017-05-24,22.19,0.01,85.07
2017-05-25,23.54,0.51,89.33
2017-05-26,24.17,2.35,89.27
2017-05-27,24.22,1.56,88.13
2017-05-28,24.63,12.45,89.97
2017-05-29,23.87,13.53,89.95
2017-05-30,24.47,6.53,89.24
2017-05-31,24.69,5.05,89.41
2017-06-01,24.24,5.21,89.25
2017-06-02,24.02,2.08,88.46
2017-06-03,23.28,0.45,88.73
2017-06-04,23.01,0.21,88.96
2017-06-05,24.07,0.53,86.88
2017-06-06,24.3,0.35,87.23
2017-06-07,24.01,0.74,88.41
2017-06-08,23.72,0.68,88.68
2017-06-09,23.97,0.4,87.71
2017-06-10,23.94,0.82,88.25
2017-06-11,23.98,8.18,86.85
2017-06-12,23.96,12.64,89.28
2017-06-13,23.23,8.34,84.62
2017-06-14,23.79,3.53,88.52
2017-06-15,24.09,2.55,90.11
2017-06-16,23.86,0.21,86.93
2017-06-17,22.45,0.16,86.7
2017-06-18,22.12,0.5,86.34
2017-06-19,22.85,1.27,87.63
2017-06-20,23.09,1.07,87.06
2017-06-21,23.42,10.02,89.3
2017-06-22,23.61,6.03,89.16
2017-06-23,23.52,1.54,88.28
2017-06-24,23.7,0.64,86.46
2017-06-25,23.5,2.99,89.2
2017-06-26,23.72,3.89,89.36
2017-06-27,23.66,20.84,89.25
2017-06-28,23.01,0.66,85.56
2017-06-29,22.21,0.2,86.88
2017-06-30,22.28,0.14,86.6
2017-07-01,23.31,0.36,88.14
2017-07-02,23.58,0.9,87.95
2017-07-03,23.49,0.53,87.16
2017-07-04,22.73,0.12,88.35
2017-07-05,22.76,0.3,88.22
2017-07-06,22.47,0.26,86.38
2017-07-07,22.56,0.74,87.84
2017-07-08,22.83,1.96,89.16
2017-07-09,22.74,1.61,88.47
2017-07-10,22.86,1.09,87.42
2017-07-11,22.64,0.38,87.29
2017-07-12,22.8,0.78,88.1
2017-07-13,23.48,0.82,87.85
2017-07-14,23.55,0.42,86.83
2017-07-15,23.0,0.19,84.39
2017-07-16,21.51,0.18,83.9
2017-07-17,21.78,0.33,82.98
2017-07-18,23.04,8.49,83.49
2017-07-19,23.4,3.11,85.62
2017-07-20,23.37,1.1,85.4
2017-07-21,23.11,1.81,85.18
2017-07-22,22.97,0.33,84.89
2017-07-23,22.59,0.11,82.19
2017-07-24,21.54,0.08,80.61
2017-07-25,21.88,0.33,82.2
2017-07-26,22.87,3.08,84.15
2017-07-27,23.34,9.58,87.61
2017-07-28,24.32,1.07,84.9
2017-07-29,23.92,1.12,84.72
2017-07-30,23.66,0.21,83.08
2017-07-31,22.42,0.12,80.72
2017-08-01,22.23,0.64,82.58
2017-08-02,22.7,1.59,82.96
2017-08-03,22.25,1.12,81.74
2017-08-04,22.54,0.18,78.89
2017-08-05,23.04,0.11,80.06
2017-08-06,23.14,0.03,79.67
2017-08-07,24.1,0.02,77.23
2017-08-08,24.07,0.02,79.22
2017-08-09,23.83,0.03,79.02
2017-08-10,23.85,0.08,77.63
2017-08-11,23.77,0.02,73.96
2017-08-12,24.1,0.02,76.93
2017-08-13,24.21,0.02,77.9
2017-08-14,23.66,0.01,76.14
2017-08-15,22.75,0.01,77.9
2017-08-16,22.87,0.01,75.71
2017-08-17,23.49,0.0,73.07
2017-08-18,23.7,0.0,75.37
2017-08-19,24.15,0.01,77.76
2017-08-20,24.32,0.01,76.86
2017-08-21,23.92,0.01,73.21
2017-08-22,23.5,0.0,74.74
2017-08-23,23.7,0.0,73.15
2017-08-24,24.46,0.01,74.88
2017-08-25,24.75,0.0,71.43
2017-08-26,24.46,0.0,70.76
2017-08-27,24.2,0.0,73.74
2017-08-28,24.48,0.0,72.77
2017-08-29,23.97,0.04,72.17
2017-08-30,23.56,0.04,70.91
2017-08-31,24.02,0.05,70.49
2017-09-01,24.2,0.16,72.26
2017-09-02,24.11,0.11,73.03
2017-09-03,24.29,0.05,73.59
2017-09-04,24.74,0.08,75.78
2017-09-05,25.2,0.02,71.98
2017-09-06,25.11,0.02,69.85
2017-09-07,25.66,0.01,69.01
2017-09-08,26.14,0.03,67.76
2017-09-09,26.17,0.08,70.08
2017-09-10,25.36,0.13,72.67
2017-09-11,24.49,0.04,69.82
2017-09-12,24.0,0.03,67.08
2017-09-13,24.86,0.08,67.44
2017-09-14,25.38,0.12,67.9
2017-09-15,25.14,0.1,66.3
2017-09-16,25.92,0.37,68.01
2017-09-17,25.64,0.75,70.46
2017-09-18,24.39,0.43,66.49
2017-09-19,23.77,0.05,65.73
2017-09-20,24.75,0.03,64.96
2017-09-21,25.1,0.05,62.06
2017-09-22,25.52,0.24,67.82
2017-09-23,26.0,0.14,67.16
2017-09-24,25.54,0.59,71.26
2017-09-25,26.02,1.88,72.32
2017-09-26,26.32,1.6,73.83
2017-09-27,26.86,1.4,71.92
2017-09-28,27.32,1.19,65.57
2017-09-29,26.78,2.0,69.06
2017-09-30,26.29,3.08,70.7
2017-10-01,26.16,4.31,72.9
2017-10-02,25.83,3.0,71.6
2017-10-03,25.95,1.45,70.04
2017-10-04,26.69,1.04,69.4
2017-10-05,27.41,0.89,69.32
2017-10-06,27.37,0.67,69.89
2017-10-07,26.41,1.25,72.66
2017-10-08,26.57,1.51,70.31
2017-10-09,26.79,0.82,71.29
2017-10-10,27.37,1.53,70.96
2017-10-11,27.44,1.05,70.48
2017-10-12,28.03,0.39,65.9
2017-10-13,26.79,0.82,70.46
2017-10-14,26.25,0.44,70.51
2017-10-15,26.38,1.94,72.14
2017-10-16,25.9,4.56,74.56
2017-10-17,25.14,1.1,77.94
2017-10-18,26.12,1.12,75.07
2017-10-19,26.5,0.18,70.45
2017-10-20,27.08,0.06,66.49
2017-10-21,27.05,0.04,63.83
2017-10-22,26.91,0.04,63.57
2017-10-23,26.9,20.6,67.37
2017-10-24,25.73,14.22,76.88
2017-10-25,26.09,1.72,74.41
2017-10-26,26.53,5.54,74.67
2017-10-27,25.44,24.89,83.72
2017-10-28,26.12,2.88,75.34
2017-10-29,26.36,0.3,70.02
2017-10-30,26.21,0.19,66.63
2017-10-31,26.35,0.07,65.1
2017-11-01,26.88,0.06,63.85
2017-11-02,27.06,0.1,67.38
2017-11-03,27.15,0.29,67.91
2017-11-04,26.46,4.67,72.54
2017-11-05,26.01,10.73,76.84
2017-11-06,26.84,2.21,72.45
2017-11-07,26.29,3.5,74.62
2017-11-08,26.06,2.26,79.51
2017-11-09,26.58,0.4,74.43
2017-11-10,26.38,0.97,75.01
2017-11-11,26.77,0.83,74.82
2017-11-12,25.73,2.18,80.71
2017-11-13,24.2,13.74,89.54
2017-11-14,25.16,3.76,81.45
2017-11-15,24.66,7.56,84.97
2017-11-16,25.04,4.44,78.96
2017-11-17,24.89,38.63,83.63
2017-11-18,24.59,9.52,86.07
2017-11-19,24.8,3.5,85.99
2017-11-20,24.2,4.45,88.36
2017-11-21,24.45,7.34,88.64
2017-11-22,24.36,5.97,88.31
2017-11-23,24.15,3.76,87.35
2017-11-24,24.52,29.21,84.8
2017-11-25,24.77,36.76,86.08
2017-11-26,25.23,11.84,84.56
2017-11-27,24.06,17.26,91.62
2017-11-28,24.24,23.72,88.29
2017-11-29,24.04,19.06,88.29
2017-11-30,24.45,8.22,87.1
2017-12-01,24.19,6.03,88.85
2017-12-02,25.0,5.12,83.72
2017-12-03,25.26,3.79,83.49
2017-12-04,25.15,8.65,86.26
2017-12-05,25.36,2.06,83.68
2017-12-06,24.16,9.36,91.64
2017-12-07,25.03,3.94,83.67
2017-12-08,24.54,9.89,87.93
2017-12-09,24.75,7.7,86.68
2017-12-10,23.91,9.32,90.39
2017-12-11,24.2,42.46,88.87
2017-12-12,23.95,17.08,90.95
2017-12-13,23.99,14.93,88.54
2017-12-14,23.82,7.81,91.37
2017-12-15,25.2,0.67,83.19
2017-12-16,25.08,4.85,85.53
2017-12-17,23.74,24.82,90.48
2017-12-18,23.58,50.82,90.16
2017-12-19,23.62,18.41,90.45
2017-12-20,23.85,23.56,90.11
2017-12-21,23.47,20.06,91.55
2017-12-22,24.35,2.91,83.92
2017-12-23,23.94,1.27,89.64
2017-12-24,24.26,0.39,89.41
2017-12-25,24.56,5.76,84.18
2017-12-26,24.38,5.82,84.92
2017-12-27,23.95,3.15,90.18
2017-12-28,24.17,1.26,90.61
2017-12-29,24.14,2.25,91.34
2017-12-30,24.26,3.16,88.25
2017-12-31,23.63,2.85,88.41
2018-01-01,24.08,7.26,87.84
2018-01-02,24.5,6.83,89.49
2018-01-03,24.56,12.89,92.13
2018-01-04,25.23,13.65,89.42
2018-01-05,24.21,2.7,87.96
2018-01-06,23.86,17.0,90.47
2018-01-07,23.74,22.21,90.19
2018-01-08,24.78,3.5,84.58
2018-01-09,24.52,11.51,87.74
2018-01-10,23.69,19.03,92.68
2018-01-11,23.25,15.98,92.98
2018-01-12,23.4,2.51,90.14
2018-01-13,23.93,2.74,86.89
2018-01-14,23.17,7.69,89.89
2018-01-15,22.83,2.15,90.34
2018-01-16,23.44,1.01,88.78
2018-01-17,24.13,1.79,84.03
2018-01-18,24.11,30.29,88.95
2018-01-19,23.56,41.57,91.66
2018-01-20,23.24,13.17,94.15
2018-01-21,23.25,7.95,89.52
2018-01-22,23.78,4.33,90.17
2018-01-23,23.54,9.3,92.93
2018-01-24,23.83,11.15,92.6
2018-01-25,23.61,8.88,92.15
2018-01-26,23.65,2.71,93.59
2018-01-27,24.02,9.37,91.45
2018-01-28,23.92,3.63,92.59
2018-01-29,23.67,2.73,92.1
2018-01-30,23.47,8.41,90.58
2018-01-31,23.75,4.27,90.94
2018-02-01,23.65,26.88,93.7
2018-02-02,23.94,16.9,92.78
2018-02-03,23.79,15.02,90.1
2018-02-04,23.92,8.42,89.5
2018-02-05,23.57,4.14,88.4
2018-02-06,23.27,2.63,86.37
2018-02-07,23.62,1.44,88.15
2018-02-08,23.54,23.84,89.75
2018-02-09,23.6,18.93,88.91
2018-02-10,23.88,22.03,87.64
2018-02-11,24.13,5.48,89.25
2018-02-12,23.57,3.95,91.83
2018-02-13,23.35,3.03,92.79
2018-02-14,23.48,0.83,90.05
2018-02-15,22.85,46.55,90.22
2018-02-16,22.83,31.06,89.33
2018-02-17,23.7,6.83,89.86
2018-02-18,23.76,3.67,90.15
2018-02-19,24.46,6.76,89.3
2018-02-20,24.24,12.78,90.01
2018-02-21,24.33,12.94,87.79
2018-02-22,23.83,55.6,88.83
2018-02-23,24.5,5.81,85.22
2018-02-24,23.59,9.36,94.06
2018-02-25,23.56,10.26,90.78
2018-02-26,23.86,13.88,88.22
2018-02-27,24.35,2.59,85.6
2018-02-28,24.66,1.89,86.29
2018-03-01,24.62,22.5,86.17
2018-03-02,24.03,10.65,92.67
2018-03-03,24.74,4.62,88.62
2018-03-04,25.23,15.77,87.54
2018-03-05,24.77,8.13,89.93
2018-03-06,24.84,5.21,87.08
2018-03-07,24.7,11.3,88.56
2018-03-08,24.38,27.95,89.07
2018-03-09,24.4,14.05,88.14
2018-03-10,25.18,13.62,83.49
2018-03-11,24.72,15.06,87.88
2018-03-12,24.38,1.04,87.16
2018-03-13,23.71,8.28,90.22
2018-03-14,23.94,1.89,86.48
2018-03-15,24.51,0.27,85.35
2018-03-16,24.95,13.43,82.94
2018-03-17,23.58,31.07,93.27
2018-03-18,24.25,21.19,86.29
2018-03-19,24.55,6.28,85.78
2018-03-20,24.27,3.27,85.25
2018-03-21,24.16,5.67,87.48
2018-03-22,23.99,6.47,85.79
2018-03-23,24.76,0.74,84.01
2018-03-24,24.48,6.34,88.04
2018-03-25,24.45,5.01,86.69
2018-03-26,24.69,2.48,81.66
2018-03-27,24.33,7.67,86.03
2018-03-28,24.14,6.98,88.17
2018-03-29,24.62,10.21,86.29
2018-03-30,24.39,18.62,87.87
2018-03-31,24.26,11.04,86.71
2018-04-01,24.52,22.01,86.12
2018-04-02,25.1,20.71,85.29
2018-04-03,24.48,3.61,88.1
2018-04-04,24.77,3.41,86.47
2018-04-05,25.08,4.94,87.18
2018-04-06,25.2,7.89,86.75
2018-04-07,24.47,14.33,89.68
2018-04-08,24.69,1.23,86.36
2018-04-09,24.44,0.72,84.44
2018-04-10,24.93,0.27,85.73
2018-04-11,25.18,1.39,86.23
2018-04-12,25.41,1.88,86.73
2018-04-13,25.3,0.41,89.21
2018-04-14,25.56,0.11,86.16
2018-04-15,25.03,0.08,86.35
2018-04-16,25.04,0.85,86.88
2018-04-17,24.73,2.83,89.47
2018-04-18,25.25,1.43,85.64
2018-04-19,25.12,6.45,86.81
2018-04-20,25.21,10.97,87.49
2018-04-21,25.35,2.3,85.99
2018-04-22,25.06,8.89,90.08
2018-04-23,24.68,11.35,91.18
2018-04-24,24.9,3.42,86.97
2018-04-25,24.32,5.36,87.7
2018-04-26,24.79,2.92,86.67
2018-04-27,25.2,0.1,85.85
2018-04-28,24.41,0.06,86.13
2018-04-29,23.51,0.0,84.73
2018-04-30,23.22,0.01,85.68
2018-05-01,23.19,0.01,85.87
2018-05-02,23.19,0.0,83.49
2018-05-03,23.5,0.0,85.35
2018-05-04,23.26,0.0,83.14
2018-05-05,23.66,0.0,86.41
2018-05-06,24.13,0.39,85.9
2018-05-07,24.22,0.36,86.44
2018-05-08,23.81,0.08,85.68
2018-05-09,23.3,0.11,85.45
2018-05-10,23.77,0.16,84.83
2018-05-11,23.79,0.06,86.89
2018-05-12,23.69,0.01,85.77
2018-05-13,24.17,0.05,87.08
2018-05-14,24.66,0.05,86.75
2018-05-15,24.33,0.27,90.53
2018-05-16,24.25,0.17,89.99
2018-05-17,24.11,0.07,87.64
2018-05-18,24.17,0.23,85.83
2018-05-19,24.03,0.07,85.99
2018-05-20,24.34,0.04,84.61
2018-05-21,24.58,1.45,86.36
2018-05-22,24.95,1.08,85.69
2018-05-23,25.03,1.38,86.07
2018-05-24,25.1,0.84,85.87
2018-05-25,25.0,0.16,85.73
2018-05-26,24.48,0.36,87.59
2018-05-27,23.95,0.13,85.16
2018-05-28,23.93,0.14,85.13
2018-05-29,23.28,0.12,82.85
2018-05-30,22.75,0.03,82.52
2018-05-31,23.22,0.13,81.3
2018-06-01,23.25,11.23,81.38
2018-06-02,23.33,9.6,83.89
2018-06-03,24.18,1.22,84.63
2018-06-04,24.64,5.55,85.19
2018-06-05,25.1,3.6,84.67
2018-06-06,24.59,0.5,84.58
2018-06-07,24.6,0.56,81.57
2018-06-08,23.95,1.05,84.12
2018-06-09,23.19,0.41,82.47
2018-06-10,23.77,0.11,83.22
2018-06-11,24.28,0.38,84.89
2018-06-12,24.18,0.09,82.72
2018-06-13,23.35,0.02,79.55
2018-06-14,22.95,0.01,80.2
2018-06-15,23.0,0.03,79.86
2018-06-16,23.64,0.03,78.24
2018-06-17,24.31,0.02,79.35
2018-06-18,24.37,0.01,77.01
2018-06-19,24.18,0.88,83.05
2018-06-20,23.77,18.84,86.89
2018-06-21,23.78,11.79,86.09
2018-06-22,24.02,1.35,84.32
2018-06-23,23.78,0.93,83.54
2018-06-24,24.04,3.88,83.87
2018-06-25,23.28,1.98,83.35
2018-06-26,23.03,1.0,83.14
2018-06-27,23.0,0.48,82.46
2018-06-28,22.99,0.17,81.0
2018-06-29,22.99,0.19,82.0
2018-06-30,23.14,0.06,80.89
2018-07-01,23.61,0.02,77.78
2018-07-02,23.41,0.02,78.75
2018-07-03,23.1,0.08,81.11
2018-07-04,23.31,0.15,80.44
2018-07-05,21.78,0.03,74.85
2018-07-06,21.88,0.0,77.0
2018-07-07,22.58,0.0,79.54
2018-07-08,23.26,0.0,79.38
2018-07-09,23.26,0.0,79.16
2018-07-10,22.52,0.16,80.28
2018-07-11,22.21,0.27,77.28
2018-07-12,23.06,0.66,78.81
2018-07-13,23.04,0.34,76.5
2018-07-14,22.64,0.96,76.71
2018-07-15,22.16,0.15,75.1
2018-07-16,22.7,0.2,75.7
2018-07-17,23.11,0.16,76.09
2018-07-18,23.69,0.13,76.13
2018-07-19,24.06,0.24,75.88
2018-07-20,24.62,0.15,74.3
2018-07-21,24.7,0.12,75.27
2018-07-22,24.14,0.86,78.84
2018-07-23,24.23,0.28,77.78
2018-07-24,23.42,0.05,71.49
2018-07-25,22.71,0.0,71.04
2018-07-26,22.87,0.0,72.87
2018-07-27,23.23,0.0,75.89
2018-07-28,23.5,0.0,74.45
2018-07-29,23.88,0.0,71.89
2018-07-30,24.56,0.02,71.29
2018-07-31,24.32,0.17,74.66
2018-08-01,23.96,0.18,74.28
2018-08-02,22.13,0.13,74.77
2018-08-03,21.46,0.13,72.21
2018-08-04,21.7,0.38,72.82
2018-08-05,21.74,0.4,72.38
2018-08-06,22.38,0.33,68.33
2018-08-07,23.23,0.63,73.04
2018-08-08,24.33,0.24,73.3
2018-08-09,24.87,0.41,73.68
2018-08-10,24.01,1.12,75.75
2018-08-11,23.68,1.36,75.21
2018-08-12,24.21,0.31,72.17
2018-08-13,24.54,0.18,71.48
2018-08-14,24.24,0.15,72.13
2018-08-15,23.33,0.07,72.04
2018-08-16,22.86,0.02,69.16
2018-08-17,23.27,0.08,70.01
2018-08-18,23.85,0.15,70.58
2018-08-19,24.45,0.08,70.99
2018-08-20,24.95,0.03,68.46
2018-08-21,24.66,0.5,71.82
2018-08-22,24.52,0.12,70.55
2018-08-23,24.19,0.05,69.03
2018-08-24,24.06,0.01,64.24
2018-08-25,24.16,0.02,63.46
2018-08-26,24.33,0.1,70.05
2018-08-27,25.23,0.14,69.6
2018-08-28,25.3,0.17,68.45
2018-08-29,23.92,12.44,74.43
2018-08-30,24.01,2.49,74.03
2018-08-31,24.69,0.98,73.07
2018-09-01,24.35,1.94,75.77
2018-09-02,24.4,0.58,73.32
2018-09-03,23.4,0.17,71.85
2018-09-04,23.73,0.01,68.43
2018-09-05,24.57,0.06,71.14
2018-09-06,25.19,0.04,68.0
2018-09-07,25.12,0.05,70.02
2018-09-08,25.34,0.06,68.48
2018-09-09,25.52,0.05,65.9
2018-09-10,25.68,0.05,68.79
2018-09-11,25.26,0.04,68.04
2018-09-12,24.24,0.06,68.32
2018-09-13,24.45,0.01,63.24
2018-09-14,24.18,0.0,65.8
2018-09-15,24.55,0.0,63.51
2018-09-16,25.34,0.0,64.84
2018-09-17,25.43,0.0,67.44
2018-09-18,26.08,0.01,65.4
2018-09-19,26.19,0.03,67.02
2018-09-20,26.22,0.03,67.82
2018-09-21,26.5,0.01,64.77
2018-09-22,26.46,0.04,58.87
2018-09-23,25.77,0.06,64.43
2018-09-24,26.57,0.01,63.46
2018-09-25,26.64,0.01,63.84
2018-09-26,26.33,0.0,58.33
2018-09-27,25.39,0.0,60.34
2018-09-28,25.9,0.02,60.35
2018-09-29,26.49,0.26,63.13
2018-09-30,27.22,0.11,63.0
2018-10-01,27.0,0.16,64.05
2018-10-02,27.29,0.25,61.55
2018-10-03,26.6,0.42,64.58
2018-10-04,26.45,0.21,61.81
2018-10-05,27.03,0.18,63.22
2018-10-06,26.94,0.16,64.45
2018-10-07,26.95,0.12,64.62
2018-10-08,26.42,0.04,66.37
2018-10-09,26.42,0.0,64.35
2018-10-10,26.8,0.0,61.42
2018-10-11,26.94,0.0,63.43
2018-10-12,27.37,0.0,62.48
2018-10-13,26.38,0.2,64.72
2018-10-14,26.71,0.33,62.95
2018-10-15,26.76,2.33,65.35
2018-10-16,26.5,0.44,63.73
2018-10-17,26.72,0.22,62.6
2018-10-18,26.1,0.17,65.71
2018-10-19,26.13,0.01,64.17
2018-10-20,26.12,0.06,64.99
2018-10-21,27.09,0.05,62.98
2018-10-22,27.01,0.06,64.7
2018-10-23,27.02,0.72,65.83
2018-10-24,27.01,1.59,66.58
2018-10-25,26.7,0.32,65.32
2018-10-26,27.03,0.13,61.83
2018-10-27,27.14,0.25,64.75
2018-10-28,26.78,0.88,65.88
2018-10-29,26.16,1.82,66.62
2018-10-30,26.82,0.28,63.21
2018-10-31,26.71,4.42,64.3
2018-11-01,25.98,10.21,72.24
2018-11-02,27.43,0.52,66.51
2018-11-03,27.08,1.66,70.72
2018-11-04,27.26,0.91,70.75
2018-11-05,26.85,2.25,74.78
2018-11-06,25.91,2.46,78.88
2018-11-07,25.87,4.95,77.56
2018-11-08,25.87,11.95,79.4
2018-11-09,25.4,4.25,81.04
2018-11-10,26.25,1.49,77.11
2018-11-11,26.52,0.82,75.41
2018-11-12,26.82,8.9,74.89
2018-11-13,25.64,7.36,82.72
2018-11-14,26.73,1.39,74.58
2018-11-15,26.79,1.5,74.95
2018-11-16,27.18,0.83,70.74
2018-11-17,27.47,1.88,69.45
2018-11-18,26.68,6.49,74.88
2018-11-19,27.49,0.73,68.67
2018-11-20,27.13,6.5,69.22
2018-11-21,26.78,1.62,71.62
2018-11-22,25.81,1.04,72.48
2018-11-23,26.43,0.42,66.33
2018-11-24,26.2,7.64,71.3
2018-11-25,24.34,29.83,84.95
2018-11-26,23.64,25.02,91.14
2018-11-27,25.19,4.08,80.8
2018-11-28,25.39,10.67,80.77
2018-11-29,24.67,11.35,87.04
2018-11-30,24.56,20.25,86.49
2018-12-01,24.35,5.35,84.19
2018-12-02,24.27,24.07,85.36
2018-12-03,24.5,14.21,89.59
2018-12-04,25.33,4.03,85.04
2018-12-05,25.63,3.94,84.93
2018-12-06,25.27,2.51,86.38
2018-12-07,25.42,4.99,88.06
2018-12-08,24.5,4.65,91.97
2018-12-09,24.55,2.35,90.42
2018-12-10,25.46,0.69,85.69
2018-12-11,24.72,5.15,89.28
2018-12-12,24.96,19.78,87.37
2018-12-13,24.63,7.15,87.82
2018-12-14,25.55,1.86,84.57
2018-12-15,24.59,25.92,88.46
2018-12-16,24.06,0.21,89.54
2018-12-17,24.71,0.62,83.67
2018-12-18,24.5,18.55,85.5
2018-12-19,24.49,13.7,84.9
2018-12-20,24.14,13.49,88.59
2018-12-21,24.55,13.2,87.01
2018-12-22,24.34,30.5,90.37
2018-12-23,23.95,7.53,90.43
2018-12-24,23.6,3.36,88.1
2018-12-25,23.69,9.65,86.65
2018-12-26,23.1,10.01,89.01
2018-12-27,24.04,17.82,87.96
2018-12-28,24.07,2.07,86.79
2018-12-29,24.58,1.03,88.59
2018-12-30,24.23,1.6,88.08
2018-12-31,24.72,3.2,86.3
2019-01-01,24.58,0.87,87.57
2019-01-02,24.03,6.79,88.36
2019-01-03,23.23,18.26,90.03
2019-01-04,24.2,7.01,87.45
2019-01-05,25.03,2.53,83.86
2019-01-06,25.88,2.53,82.15
2019-01-07,25.05,11.59,89.5
2019-01-08,25.53,2.26,82.55
2019-01-09,25.88,1.6,82.99
